time,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres
7/20/2016,35.1,28,41,0,,304,17.1,
7/21/2016,35.1,26.4,41.2,0,,222,10.9,1008.7
7/22/2016,35.2,28,40.4,0,,105,8.7,1008.3
7/23/2016,34.9,30,40.4,0,,108,15,1005
7/24/2016,33.6,25.4,39.2,0,,132,15.9,1003.4
7/25/2016,34.1,29,39,0,,107,12.7,1002.8
7/26/2016,30.7,24,38.2,0,,277,15.9,1004.3
7/27/2016,29.7,22.6,37.4,0,,252,14.2,1005.8
7/28/2016,30.3,23.6,35.6,0,,243,10,1006.6
7/29/2016,28.8,23.6,35.2,0,,270,16.7,1006.5
7/30/2016,29.5,22.2,33.6,0,,184,11.1,1008.4
7/31/2016,31.3,25.8,36.4,0,,144,10.8,1009.2
8/1/2016,31.4,25.8,36.8,0,,117,9.8,1010.2
8/2/2016,31.1,26,35.5,0,,,7.8,1008.5
8/3/2016,30.1,26,35,0,,97,11.5,1008.1
8/4/2016,30.3,23.6,36,0,,195,10.3,1009
8/5/2016,30.8,25,35.8,0,,206,10.9,1011.1
8/6/2016,30,24.6,35.4,0,,224,10.5,1011.6
8/7/2016,30.5,24,36,0,,,7.2,1010.3
8/8/2016,31.2,24,36,0,,219,8.8,1009.4
8/9/2016,31.4,25,37.2,0,,244,9.1,1009.5
8/10/2016,30.3,25,36,0,,251,9.8,1010.9
8/11/2016,30.9,24,36.4,0,,278,8.7,1010.6
8/12/2016,32.8,25.9,38,0,,54,9.9,1010.3
8/13/2016,33,26,38.6,0,,116,10.5,1010.7
8/14/2016,31.4,27.6,36.2,0,,223,10.2,1009.2
8/15/2016,29.9,26,35.4,0,,234,10,1011
8/16/2016,28.2,23.4,33,0,,226,8.2,
8/17/2016,28.3,22.8,32.8,0,,122,10.3,1010.6
8/18/2016,28.6,23,33.4,0,,,7.7,1009.5
8/19/2016,28.9,22,34.2,0,,244,9.4,1011.4
8/20/2016,28.2,23,33.4,0,,208,9.4,1013.8
8/21/2016,27.9,22,32,0,,224,10.3,1014.5
8/22/2016,27.9,22.4,32.8,0,,227,10,1015
8/23/2016,28.2,22.6,32.6,0,,243,10.1,
8/24/2016,28.3,22.6,33.4,0,,,10.2,
8/25/2016,28,21.8,33.6,0,,,9.9,
8/26/2016,29.2,22,35.4,0,,,8.7,1013.8
8/27/2016,31.1,24,37,0,,309,11.6,1014.3
8/28/2016,30.4,24,35.6,0,,147,10.3,1014.9
8/29/2016,31.1,24.8,36.6,0,,129,8.5,1013.6
8/30/2016,32,26,37,0,,299,9.2,1011.9
8/31/2016,30.4,25.2,35,0,,161,10,1010.5
9/1/2016,31.8,26,36.4,0,,18,8.6,
9/2/2016,29.5,25.9,35.4,0,,267,12.8,
9/3/2016,29,24,34.6,0,,236,8.6,1010.2
9/4/2016,30.2,24.2,35.8,0,,64,10.1,1012.1
9/5/2016,31,26,38,0,,304,13.4,1010.5
9/6/2016,28.9,22,35.6,0,,198,7.1,1010.2
9/7/2016,25.9,21,33.4,0,,271,14.9,1008
9/8/2016,24.3,17,30.8,0,,265,15.6,
9/9/2016,26.2,19.4,31.6,0,,186,10.3,1012.9
9/10/2016,28.4,23,34.4,0,,274,11.7,1011.6
9/11/2016,27.2,22,32.2,0,,253,9.1,1012.9
9/12/2016,27.3,23,33.4,0,,174,9.1,1010.7
9/13/2016,25.4,19.8,30,0,,141,12,1013.5
9/14/2016,27.8,21.6,33.4,0,,272,8,1010.9
9/15/2016,29.7,22,35,0,,283,19.6,1009.3
9/16/2016,28.6,21.4,34.8,0,,277,21.3,1010.1
9/17/2016,28.8,22.5,33.4,0,,120,9.7,1009.7
9/18/2016,25.8,19.6,30.8,0,,284,23.9,1009
9/19/2016,25.1,18.4,31,0,,,7.3,1010.8
9/20/2016,26.4,20,32.4,0,,357,7.6,1011.2
9/21/2016,27.6,20.6,32.8,0,,60,10,1011
9/22/2016,27.5,20,33.7,0,,298,9.3,1012.2
9/23/2016,27.9,20,34.6,0,,319,9.8,1010.6
9/24/2016,27.4,22,33.6,0,,280,11,1007.2
9/25/2016,23.7,16,30.8,0,,286,12.1,1009.8
9/26/2016,25,18.8,30.6,0,,297,10.4,1012.2
9/27/2016,25.7,18,31.6,0,,,11,1014
9/28/2016,26.4,20.6,31.6,0,,281,11.9,1012.7
9/29/2016,20.7,14,26.2,0,,279,30,1009.4
9/30/2016,19.2,13.6,24,0,,,8.2,1012
10/1/2016,17.8,12.4,23.4,0,,268,15,1017.9
10/2/2016,16.3,12.2,19.4,0,,224,9.1,1023.9
10/3/2016,19.4,14.6,24,,,267,7.1,1020.1
10/4/2016,20.8,14.6,25.5,0,,,6.3,1015.8
10/5/2016,22.2,16.6,27.5,0,,,6.2,1014.8
10/6/2016,22.8,17.6,28.4,0,,346,7.2,1015.7
10/7/2016,22.6,17.4,29,0,,276,7,1017.6
10/8/2016,23.6,17.2,29.2,0,,324,7.4,1017.3
10/9/2016,24.1,18.6,30,0,,301,9.4,1015.3
10/10/2016,23.2,17.8,28.5,0,,308,7.5,1014.7
10/11/2016,22.2,17,27.2,0,,271,8.5,1014.7
10/12/2016,21.9,16.8,28,0,,200,8.3,1014
10/13/2016,21.7,15,27.2,0,,240,7.2,1014.9
10/14/2016,20.9,15.4,26,0,,171,7.6,1015.7
10/15/2016,21.6,16.8,26,0,,311,15,1013.5
10/16/2016,19.2,13,25.2,0,,291,15.5,1015.7
10/17/2016,19.3,15,26,0,,262,10.9,1016.2
10/18/2016,16.3,10.8,20.6,0,,238,12.9,1019.4
10/19/2016,16.8,11.2,21.2,0,,,6.2,1019.7
10/20/2016,18.1,13,22,0,,,6.6,1018.1
10/21/2016,16.7,13,22.2,0,,,10.2,1018.3
10/22/2016,15.3,10.8,19,0,,,6.5,1021.6
10/23/2016,15.9,11.5,21,0,,,5.6,1020.6
10/24/2016,15.9,11,20,0,,,6.8,1020.1
10/25/2016,15.4,11,18,0.5,,55,10.7,1022
10/26/2016,16.5,12,20.2,0,,143,11.4,1021.8
10/27/2016,18.1,13,23.2,0,,254,5.4,1024
10/28/2016,19.2,14,23,0,,,6.3,1024.7
10/29/2016,19.7,15.5,24,0,,,7.5,1017.4
10/30/2016,19.7,15.6,24.4,0,,,6.3,1013.5
10/31/2016,19.9,14,24.4,0,,289,17.9,1014.8
11/1/2016,21.4,15,25,0,,72,10.6,1013.1
11/2/2016,17.5,13,22.4,0,,284,16.6,1010
11/3/2016,10.5,3.6,16.3,0.3,,269,18.4,1021.6
11/4/2016,11.6,6.8,16,0,,,4.3,1024.8
11/5/2016,14.7,8,21,0,,,8.6,1020.1
11/6/2016,14.5,10.5,18.2,2.3,,95,9.9,1019.7
11/7/2016,12.2,9.5,16,0,,192,10.6,
11/8/2016,12,7.4,17.6,4.6,,,7.9,
11/9/2016,12.7,8.4,17.6,0,,,7.3,1024
11/10/2016,13.3,7.4,20,0,,,3.3,1023.5
11/11/2016,14,8.6,20.2,0,,,4.7,
11/12/2016,14.7,9.2,21.4,0,,,4.7,
11/13/2016,14.2,9.4,19.2,0,,,5,
11/14/2016,16.2,9.5,23,0,,,6.9,1020.8
11/15/2016,15.8,10.8,22,0,,,5.4,1018.9
11/16/2016,15.7,10.5,20.6,0,,,3.7,1016.1
11/17/2016,16.7,11.8,21.4,0,,,4.3,1016.8
11/18/2016,15.4,9,20.1,0,,,6.2,1018.4
11/19/2016,9.1,6,15.2,0,,279,15.7,1021.8
11/20/2016,4.8,3,7.2,,,235,10,1027.8
11/21/2016,3.7,1,8.2,0.5,,270,13,
11/22/2016,-0.1,-3,4,1.5,,265,14.4,
11/23/2016,-1.2,-5,4.4,0.5,,308,14.4,
11/24/2016,-4.2,-6,-1.4,0,,188,9.9,1031.4
11/25/2016,-2.5,-7.2,1.6,0,,200,6.4,1028.9
11/26/2016,-0.7,-5.2,3.2,0,,,5.9,1028.8
11/27/2016,2.2,-2.2,7.2,0,,215,7.3,1027.1
11/28/2016,5,0,11.4,0,,,5.1,1023.8
11/29/2016,7.1,0.8,14.4,0,,,4.3,1021.8
11/30/2016,7.3,2.4,13,0,,,4.7,1021.5
12/1/2016,7.5,3.8,10,0,,,4.5,1019.6
12/2/2016,8.9,5.8,13,6.1,,,6.3,1016.1
12/3/2016,11.8,8,16,0,,309,12.6,1020.4
12/4/2016,11.6,6,17,0,,299,7.8,1024.6
12/5/2016,11.8,6.2,15,0,,93,6.5,1020.8
12/6/2016,9,3,15,5.3,,252,12.1,1016.8
12/7/2016,7,2.5,12.8,0.5,,,8.9,
12/8/2016,6.4,2.8,12.2,0,,,11.8,1018.6
12/9/2016,2.6,-1.2,5.5,0.5,,267,18.2,1016.4
12/10/2016,4,0,9.6,0.3,,,7.7,1015.3
12/11/2016,6.4,2,10,0,,273,15.2,1012.1
12/12/2016,5.9,1,10.4,0,,224,9.5,1018.8
12/13/2016,6.7,2,10.4,0,,249,5.1,1016.4
12/14/2016,8.1,3.6,12.5,0,,117,6.2,1013.7
12/15/2016,6.9,6,9.2,0,,260,13.5,1011.6
12/16/2016,5.2,1,9.2,0,,286,16.8,1018.2
12/17/2016,5.9,1,12.2,0,,275,14.1,1020.2
12/18/2016,2.8,-1.4,7.2,0,,274,19.8,
12/19/2016,3.4,-1.3,6.6,0,,157,8.7,
12/20/2016,2.8,1,6.6,0,,181,7.7,1020.6
12/21/2016,3.7,-0.5,9.6,0,,,4.8,
12/22/2016,4.2,2,9.4,0,,244,7,1026.8
12/23/2016,4.8,0,10.4,0,,,5.4,1029.2
12/24/2016,4.2,0,7.4,0,,,5.6,1027.7
12/25/2016,4.1,2.6,5.4,12.7,,219,7.1,1020.9
12/26/2016,6.1,3.8,7,3,,,5.6,1020.5
12/27/2016,5.7,4,8,0,,,7.3,
12/28/2016,6.2,4,9.2,28.4,,166,12,1018.5
12/29/2016,5.2,1.6,9.6,1.8,,,5.6,1025.7
12/30/2016,7.9,3.6,13.4,0,,258,6.4,1024.3
12/31/2016,8.8,5.6,10,0,,,3.3,1022.3
1/1/2017,10.9,6.5,15,0,,185,7.8,
1/2/2017,9.4,7,13,0,,291,15,1016.5
1/3/2017,6.2,2,11,0,,277,19.9,1017
1/4/2017,5.9,1,9.4,0,,287,16.1,1017.1
1/5/2017,4.1,0.6,8,0,,273,14.1,1020.9
1/6/2017,5,-0.4,10.4,0,,,,
1/7/2017,4.9,0.4,10,0,,,4.9,1020.3
1/8/2017,5.1,-0.2,10.4,0,,189,6.9,1017.2
1/9/2017,6.6,1,11.2,0,,,5.9,1018.1
1/10/2017,7.9,3.6,13,0.5,,,6.7,1019.9
1/11/2017,8.3,4,13.4,0,,,5.4,1021.8
1/12/2017,6.4,3,11.4,0,,281,8.9,1018.5
1/13/2017,4.4,1,8.4,0,,,4.6,1011.2
1/14/2017,3.6,0,8.4,0,,,12.4,1014.9
1/15/2017,3.2,-0.5,6.2,0,,,6.3,1019.2
1/16/2017,4.7,0.4,9.6,0,,,9.1,1019.3
1/17/2017,5.7,1,11.2,0,,,5.1,1021.8
1/18/2017,6.3,2,13,0,,,5.1,1021.7
1/19/2017,6.3,2.2,10.4,0,,,6,1020.6
1/20/2017,6.9,3,10.4,0,,241,8.1,1019.6
1/21/2017,6,5,8,0.5,,343,7.3,1017.5
1/22/2017,5.6,2.8,10.4,0,,264,9.6,1017.2
1/23/2017,3.2,-1,7.4,0,,266,11.4,1022.6
1/24/2017,2.1,0.3,4.4,1,,261,7.3,1028.1
1/25/2017,4.5,0,7.6,0,,273,7.7,1023.3
1/26/2017,7.6,4,10.2,0,,,7.4,1016.5
1/27/2017,3.6,2.9,4.6,11.7,,,6.8,
1/28/2017,4.6,1.4,8.2,8.4,,162,10.4,1011.3
1/29/2017,2.6,0,5.1,1,,270,24.8,1014
1/30/2017,2.3,-3.6,7.2,0,,259,16.2,1020.9
1/31/2017,4.2,0.3,7,,,164,8.4,1017.5
2/1/2017,4.8,3.8,7.4,0,,273,8.5,1012.6
2/2/2017,-0.4,-4,3.2,1.8,,279,17.4,1011.9
2/3/2017,-0.3,-5.4,4,0,,270,13.6,
2/4/2017,1.2,-2.6,5,0,,239,9.4,1024.5
2/5/2017,2.8,-2.5,7,0,,,6.5,1021.9
2/6/2017,5.3,-0.4,10.4,0,,,12.7,1019.2
2/7/2017,5.5,0.6,10.4,0,,271,11.4,1020.9
2/8/2017,6.8,2,11.6,0,,,7.2,1023.4
2/9/2017,6.4,3,11.6,0,,,5.9,1020
2/10/2017,5.6,2,11,6.6,,,13.5,1016.7
2/11/2017,4.2,1.8,8,0,,143,10.8,1018.6
2/12/2017,5,1.2,7.4,3,,157,7.1,1019.8
2/13/2017,3,1,6,11.4,,293,11.1,1015
2/14/2017,5.7,1,10.4,8.9,,271,8.9,1018.2
2/15/2017,9,3.6,12,0,,109,10.3,1015.6
2/16/2017,9.3,6,13.8,0,,271,13,1009.4
2/17/2017,3.4,-2,8.6,0,,277,18.5,1010.3
2/18/2017,-0.2,-3.4,4.2,0,,274,18.3,1021.9
2/19/2017,1.3,-4,6,0,,234,7.4,1030.8
2/20/2017,3.7,-1.4,9,0,,239,6.7,1026.2
2/21/2017,4.9,-0.6,10.2,0,,258,7.7,1018.8
2/22/2017,6.5,0.8,11.4,0,,288,14.8,1016.1
2/23/2017,6.4,1.6,11.2,0,,285,11.7,1017.3
2/24/2017,8.3,2,14.8,0,,276,14.9,1020.1
2/25/2017,10.2,3.8,15.6,0,,129,8.8,1023.4
2/26/2017,11.3,7,17,0,,,11.6,1018.4
2/27/2017,10,3.6,15.2,0,,,8.9,1019.4
2/28/2017,11.7,5.8,17.5,0,,286,10.3,1020
3/1/2017,11.3,2.8,17.4,0,,243,10.1,1021.4
3/2/2017,12.2,6.8,15.2,0,,,6.6,1018.4
3/3/2017,11.1,9,14.2,0,,277,10,1015.8
3/4/2017,11.7,7,17.4,0.3,,,10.1,1013.3
3/5/2017,9.6,6,15.4,0.5,,281,22,1015.5
3/6/2017,4.3,1,6,3.6,,260,7.7,1021.2
3/7/2017,7.4,4.2,10.2,0,,,7.8,1018.3
3/8/2017,8.3,4.8,12.2,0,,324,8.7,1018.4
3/9/2017,9.9,5.8,14,0.5,,292,7.6,1020.2
3/10/2017,11.1,5.4,14.2,0,,156,9.1,1021
3/11/2017,11.1,6.4,14.4,0,,,12.7,1018.5
3/12/2017,12.3,5.4,17,1.5,,270,20.8,1016.3
3/13/2017,11.3,8,16,0,,102,10.7,1014.3
3/14/2017,10.8,6.4,15.2,4.1,,,22.8,1011
3/15/2017,12.4,7,17.4,0,,275,11.2,1013.1
3/16/2017,13.4,7.8,18.4,0,,,,
3/17/2017,13.3,7.5,17.4,1.3,,280,12.5,1012.5
3/18/2017,13.9,8,18,0,,,15.1,1015.6
3/19/2017,15.7,12.4,18.4,0,,107,11.7,1009.9
3/20/2017,12.7,9.5,16.2,1.5,,320,13.6,1004.5
3/21/2017,11,8,15.4,0,,290,20.8,1009.4
3/22/2017,11.2,5.8,15,1,,286,22,1014.2
3/23/2017,9.2,8,12,0.5,,,11.6,1014.4
3/24/2017,6.5,5,9,16.8,,278,14.2,1014.5
3/25/2017,4.9,2.6,6.2,1.5,,267,8.9,1017.1
3/26/2017,9.9,5,15,3.6,,242,8.8,1017.4
3/27/2017,13.4,6.2,18.4,0,,,6,
3/28/2017,15.9,12,20.5,0,,305,12.8,1015.3
3/29/2017,15.6,11.6,19.8,0,,283,21.8,
3/30/2017,15.6,10,19.4,0,,,8.1,
3/31/2017,17.3,11.6,21.6,0,,,7.7,1016.8
4/1/2017,16,9.4,21.4,3,,344,11.3,
4/2/2017,12.3,9,16,0.5,,255,11.5,1014.8
4/3/2017,5.9,4,8,4.3,,281,13.3,1016.8
4/4/2017,7.8,3.2,13.2,3.3,,264,13.9,
4/5/2017,11.3,4.8,17,0.3,,,8.8,
4/6/2017,14,7.4,18.4,0,,,8.2,1019.7
4/7/2017,15.5,10,21.2,0,,,8.9,1014.9
4/8/2017,18.9,11,23.5,0.5,,,8.5,1013.7
4/9/2017,18.8,14.6,22.2,0,,292,16.7,1015.1
4/10/2017,17.7,15,21.4,0,,,10.1,1015.7
4/11/2017,19.7,13,24.2,0,,326,11.8,1016.2
4/12/2017,17.2,15,21,0.8,,,11.8,1018.1
4/13/2017,20.8,13.6,26,0.5,,,6.6,1019.6
4/14/2017,23.6,17,27.8,0,,,6.1,1014.5
4/15/2017,21.2,18,24,0,,,17.9,1012.4
4/16/2017,18.3,16,23.4,0,,268,17.3,1013.4
4/17/2017,19.5,11.5,25,0,,276,14.2,1014.8
4/18/2017,22.1,16.2,26,0,,,13.7,1014
4/19/2017,19.1,13,23.4,2,,303,16.8,1012.5
4/20/2017,18.9,12,24.4,0,,267,13,1015
4/21/2017,19.8,14,24.6,0,,172,12.7,1015.2
4/22/2017,22.2,14.8,28,0,,,6.5,1016.1
4/23/2017,24.8,16.8,29.4,0,,100,13.4,1016.1
4/24/2017,22.8,17.5,28,0,,3,12.3,1011.6
4/25/2017,19.3,15,27.4,0.8,,,10.3,1013.3
4/26/2017,14.6,8.4,22,4.3,,272,20.8,1018
4/27/2017,15.5,9,21.4,0.5,,,11.6,1022.8
4/28/2017,19.4,13.8,23,0.8,,114,14.9,1021.6
4/29/2017,18.1,13.9,23.5,7.9,,,12.4,1020.8
4/30/2017,20.4,14,25.6,4.1,,320,13.6,1018.2
5/1/2017,22.7,16.8,27.5,0,,,11.3,1016.5
5/2/2017,23.3,17,28.4,0,,,10.9,1015.8
5/3/2017,20.1,16,25.4,1.5,,,12.4,1014.6
5/4/2017,19.2,14.4,23.8,7.1,,,9.9,1014.2
5/5/2017,18.2,13.5,24,2.3,,,9.5,1014.7
5/6/2017,17.9,12.8,21.6,8.9,,,8.8,1015.8
5/7/2017,21.9,16,26.6,0,,283,11.7,1014.7
5/8/2017,22,15.2,26.6,1,,,7.8,1014.5
5/9/2017,24.9,19,29.6,0,,299,15.3,1013.5
5/10/2017,25.7,18.4,30.1,0,,277,12,1013.2
5/11/2017,28.1,19.4,33.4,0,,,8,1011.8
5/12/2017,27.1,24,30.6,0,,332,15.6,1011.6
5/13/2017,26.1,18.6,31,0,,,10.1,1011.2
5/14/2017,26.5,21,31.4,0,,,11.5,1009.5
5/15/2017,26.4,19.8,31,0,,,10.6,1008.9
5/16/2017,27.2,21,32,0,,,10.3,1006.5
5/17/2017,24.3,18.9,31.5,0,,278,22.2,1007.4
5/18/2017,24.3,15.4,30.4,0,,,11.8,1012.6
5/19/2017,27.9,21,32,0,,,7.7,1012.6
5/20/2017,29.6,23,34.6,0,,93,13.2,1009.9
5/21/2017,27.3,24,33.4,0,,,18.8,1005.1
5/22/2017,24.1,17.8,29.6,0,,278,23.1,1008.3
5/23/2017,26.4,19,31.6,0,,,9,1011.4
5/24/2017,28.2,21.6,33.6,0,,,13.2,1010
5/25/2017,26.9,21.8,32,0,,289,17.1,1011.6
5/26/2017,27.9,20.6,34,0,,286,12,1011.6
5/27/2017,29.7,23.5,35.4,0,,315,11.5,1009.8
5/28/2017,29.6,21.8,34.6,0,,292,15.5,1009.5
5/29/2017,27.3,20.2,34,0,,281,26.8,1012
5/30/2017,27.7,21,33,0,,,8.3,1015.1
5/31/2017,29.4,23,35.4,0,,,9.1,1010.5
6/1/2017,28.4,24,33.6,0,,284,18.1,1005.8
6/2/2017,25.6,21,31.4,0,,277,18.8,1004.5
6/3/2017,23.4,17.4,29,0,,269,21.4,1009.4
6/4/2017,25.5,19,30.2,0,,123,12.1,1014.1
6/5/2017,28.2,21.2,33,0,,114,9.2,1014.9
6/6/2017,28.3,21.6,32.4,0,,,10.7,1016.2
6/7/2017,30,23,35,0,,94,11.4,1012.6
6/8/2017,30.8,24,37.8,0,,,8.4,1007.7
6/9/2017,29.6,21,36,0,,271,15.5,1006.9
6/10/2017,30.2,21,37,0,,287,12.1,1007
6/11/2017,31.3,24.6,37.2,0,,,10.9,1005.3
6/12/2017,31,24.2,37,0,,286,16.5,1004.6
6/13/2017,29.7,26,36,0,,283,18.4,1006.1
6/14/2017,29.4,20.6,35,0,,120,11.8,1008.4
6/15/2017,33.1,25.4,39.4,0,,335,16.3,1007.1
6/16/2017,31.4,24.6,37,0,,300,16.7,1006.9
6/17/2017,29.9,26,36.2,0,,287,23.2,1006.7
6/18/2017,29.8,23.8,35.4,0,,,10.1,1007.2
6/19/2017,31.7,24.2,37.2,0,,,10.2,1005.2
6/20/2017,32.9,26,39,0,,,8.1,1003.4
6/21/2017,32.4,28,38,0,,281,18.6,1001.2
6/22/2017,30.4,25,36.2,0,,289,19.6,1003
6/23/2017,26.5,20,33.4,0,,269,24.3,1006.3
6/24/2017,27.8,19.8,34.8,0,,274,11.4,1008.7
6/25/2017,29.9,23.8,35.1,0,,,8.8,1007.3
6/26/2017,29.4,22,35,0,,240,11.5,1011.5
6/27/2017,29.7,22.8,35.4,0,,230,10.5,1013.2
6/28/2017,31.8,24.8,36.8,0,,,8.6,1010.3
6/29/2017,32.9,25.8,38.2,0,,74,10.8,1006.7
6/30/2017,30.7,24,38.5,0,,240,13.4,1003.1
7/1/2017,30,21.8,37,0,,246,13.9,1006.5
7/2/2017,30.9,25,36,0,,176,14.2,1010.2
7/3/2017,32.2,26.6,37.4,0,,,9.4,1009.5
7/4/2017,31.9,26,37,0,,,7.5,1008.1
7/5/2017,33.7,26.2,39.6,0,,19,10.2,1007.8
7/6/2017,32.7,25.8,38.2,0,,149,10.5,1008.7
7/7/2017,34.2,27,38.6,0,,,10.6,1005.2
7/8/2017,33.7,29,39,0,,,10.1,1004.7
7/9/2017,33.7,26.2,39.2,0,,247,10.6,1007.4
7/10/2017,35.2,29,39.6,0,,130,12.4,1008.9
7/11/2017,31.8,26,39,0,,,12.3,1007.4
7/12/2017,27.5,21.8,34.4,0,,254,16.6,1006.4
7/13/2017,23.9,16.6,29.4,8.4,,252,13.9,1007.9
7/14/2017,27.1,20.8,31.4,1,,,8.7,1009.1
7/15/2017,30.1,24.4,35,0,,,9.7,1008.8
7/16/2017,31.6,24,36.4,0,,94,9.9,1009.7
7/17/2017,30.8,25.2,35.6,0,,218,10,1012.5
7/18/2017,30.3,25,35,0,,,10.6,1012.4
7/19/2017,30.6,24.4,35.4,0,,204,11.5,1010.6
7/20/2017,31.1,24.5,36,0,,,7.5,1007.3
7/21/2017,32.2,23.8,37.5,0,,344,9.7,1007.9
7/22/2017,31.9,25.4,37,0,,,11.2,1009.9
7/23/2017,30.1,23.6,35.6,0,,,10,1008.8
7/24/2017,31.6,24,36.4,0,,,10.1,1007.2
7/25/2017,32.7,25.4,37.4,0,,,10.9,1005.2
7/26/2017,33.3,28,38.4,0,,81,10.6,1004.4
7/27/2017,33.3,24.6,38,0,,,8.1,1006.4
7/28/2017,33.3,27,39,0,,89,10,1009
7/29/2017,34.9,27.6,41.2,0,,86,11.4,1007.8
7/30/2017,32.9,29,39,0,,,8.5,1008.2
7/31/2017,31.5,26,37,0,,226,11.2,1011
8/1/2017,30.2,23.6,35.2,0,,216,11.5,1013.5
8/2/2017,29.3,22.8,34.2,0,,277,11.2,1015.2
8/3/2017,30,24.2,34.6,0,,,10.7,1012.7
8/4/2017,30.7,24.8,35.6,0,,,9.1,1010.2
8/5/2017,31.3,24.8,36,0,,,10.3,1008.7
8/6/2017,32.2,25.8,37,0,,,9.4,1009.7
8/7/2017,31,25,36,0,,,8.9,1011.8
8/8/2017,31.7,25,36,0,,,9.1,1013
8/9/2017,31.9,26,37,0,,,10.1,1011.1
8/10/2017,29.9,25,35.4,0,,272,12.6,1010.3
8/11/2017,29.1,22.6,34.2,0,,244,12.7,1012.8
8/12/2017,29.4,23.6,34.4,0,,,10.9,1011
8/13/2017,30.7,24.8,35.2,0,,,8.6,1008.6
8/14/2017,32.2,27,37.2,0,,122,10.3,1008
8/15/2017,31.6,26,36.4,0,,95,9.9,1007.9
8/16/2017,30.2,22.8,35.2,0,,253,11.4,1008.5
8/17/2017,30.9,22.8,37,0,,273,15.3,1010.4
8/18/2017,31.7,25.8,38.6,0,,237,13.8,1009.7
8/19/2017,30.9,25,35.8,0,,262,10,1011.2
8/20/2017,30.1,25.8,34,0,,143,10.8,1013.6
8/21/2017,29.8,25,34.4,0,,,8.8,1011.5
8/22/2017,30.3,24.6,35.5,0,,,8.5,1009.9
8/23/2017,31.1,24.8,36.6,0,,36,9.6,1010.2
8/24/2017,31.9,25.4,37.2,0,,23,9.4,1011
8/25/2017,29.5,24.6,34.4,0,,201,10.9,1013
8/26/2017,27.3,22.4,32.2,0,,217,11.2,1013.5
8/27/2017,26.9,21,31.6,0,,,8.9,1013.3
8/28/2017,27.2,20.8,32.4,0,,,8.2,1013.4
8/29/2017,28.5,21.8,33.6,0,,,9.4,1011.2
8/30/2017,30,23.6,36,0,,72,10.8,1010.7
8/31/2017,30.6,23.8,36.6,0,,20,10,1011.3
9/1/2017,29.5,24,35.2,0,,158,9.1,1011.2
9/2/2017,28.9,22.8,34.2,0,,,8.9,1011.5
9/3/2017,29.8,23.2,34.4,0,,,9.2,1010.8
9/4/2017,29.2,24.5,34.6,0,,73,11.2,1012.4
9/5/2017,30,25,35,0,,33,9.9,1014.1
9/6/2017,30.6,24.2,36.2,0,,,7.9,1011.6
9/7/2017,31.5,24,37.2,0,,297,11.1,1009.3
9/8/2017,29.7,24.4,36,0,,246,10.3,1011.9
9/9/2017,28.3,22.5,33.2,0,,249,10,1014.4
9/10/2017,29.4,23.6,34.2,0,,285,9.3,1013.6
9/11/2017,30.7,24.8,35,0,,,9.8,1014
9/12/2017,28.8,24.5,33.4,0,,,8,1015.1
9/13/2017,28.4,23.8,33,0,,,8.6,1014.9
9/14/2017,27.9,23,32.4,0,,,7,1014.3
9/15/2017,27.2,21.4,31.6,0,,,8.5,977.3
9/16/2017,26.3,22,31.6,0,,,7.6,1015.5
9/17/2017,25.1,20,29.6,0,,,8.8,1016.4
9/18/2017,24.5,19,29,0,,,8.9,1017.4
9/19/2017,24.6,19.2,29.4,0,,,8.6,1017.6
9/20/2017,25.2,18.6,30.5,0,,,9.1,1016.7
9/21/2017,25.1,18.8,30.4,0,,,8.6,1014.8
9/22/2017,25.2,19.8,30.4,0,,,9.1,1013.7
9/23/2017,26.2,20.5,31.8,0,,85,14.2,1014.9
9/24/2017,26.3,19.5,31.6,0,,,9.2,1017
9/25/2017,26.1,18.8,32,0,,14,10.2,1016.1
9/26/2017,24.3,18,29,0,,,9.4,1015.7
9/27/2017,25.5,20,29.6,0,,,7.7,1015.7
9/28/2017,22.5,17,30.2,0,,284,19.3,1013.2
9/29/2017,19.9,13.8,26,0,,,9.5,1017.1
9/30/2017,21.6,16,25.2,0,,,7.2,1019.8
10/1/2017,24.4,18.5,29.8,0,,,7.3,1016.1
10/2/2017,24.3,18.7,29.4,0,,289,16.1,1011.9
10/3/2017,19.6,15.1,25.2,0,,277,25.6,1011.8
10/4/2017,15.4,12.7,20.5,0,,301,11.4,1015.5
10/5/2017,11.8,9.8,15.4,4.3,,286,14.4,1016.5
10/6/2017,15.7,9.6,21,0,,,5.7,1018.5
10/7/2017,18.9,12,23.6,0,,,7.3,1019.2
10/8/2017,20.9,15.8,25.6,0,,,6.3,1016.4
10/9/2017,22.5,16.8,27.8,0,,,5.9,1013.4
10/10/2017,22.8,15.6,28.2,0,,,9.4,1014.5
10/11/2017,23.9,17.2,28.8,0,,67,8.5,1013.7
10/12/2017,21.9,17.4,27.6,0,,284,9.4,1013.7
10/13/2017,19.2,14,26,0,,280,16.6,1014
10/14/2017,18.3,12,23.4,0,,,9,1015
10/15/2017,20.4,14.6,25.4,0,,,12.6,1013.8
10/16/2017,20.5,13.8,25,0,,,8.5,1011.1
10/17/2017,16.1,13,21.2,0,,273,31.2,1012.4
10/18/2017,13.8,9.8,18.8,0,,,5.9,1022.9
